load,solar,wind
50699.578125,0.0,0.3591882119878238
50811.015625,0.0,0.341951677332016
51228.93359375,0.0,0.3271465108016441
52158.60546875,0.0,0.32104396059687657
53510.66796875,0.0,0.3114093374241428
54709.17578125,0.0,0.29469540331858574
55260.15234375,0.0,0.27406771386979273
55814.41796875,0.010627124458169067,0.2544596389312921
56115.23046875,0.20776665090084098,0.22707349171889182
55729.27734375,0.5312638125994995,0.19902526289354486
54888.97265625,0.5717953539536328,0.16821665942948966
53525.359375,0.5916902324528641,0.13812434466472767
52135.625,0.6591130733350549,0.10963768465806388
51089.9375,0.7055235797934702,0.09706199152237857
50833.25390625,0.6593091100523684,0.0861736610063208
52073.26171875,0.6967183759199396,0.07643777609234619
55731.578125,0.47961281599270417,0.06784773903967083
57228.02734375,0.08347254216361245,0.06894603318315301
57304.34765625,2.2469712348780523e-5,0.0942081187628085
57080.421875,0.0,0.1260681619294346
55684.32421875,0.0,0.1521071208782695
53710.96484375,0.0,0.17279568932681655
51985.46875,0.0,0.18657082676283263
50886.56640625,0.0,0.2028323067876349
50361.74609375,0.0,0.2141393423497547
50245.15625,0.0,0.21476766225134036
50614.28515625,0.0,0.21543970826807715
51913.234375,0.0,0.2116320719867745
54458.12890625,0.0,0.1972833703798563
57013.90625,0.0,0.18217083294655764
58020.203125,0.0,0.16870878310140056
58612.76953125,0.011563978501311082,0.14562145975803942
59101.23046875,0.20423020029686462,0.11671161972759125
59083.46875,0.1129648237567332,0.09476393533160031
58413.96484375,0.15689457084162514,0.0828938931393992
57671.38671875,0.20228114761614746,0.07805529908679901
57136.04296875,0.24880626330702454,0.08084193005684279
56931.421875,0.2629138177273568,0.09297981069117539
57247.87890625,0.37571812669331617,0.10894263146423039
58493.79296875,0.3631959835151804,0.12699321556295343
61227.05078125,0.2807800733011744,0.1392410317755328
62006.42578125,0.0660215832723381,0.15177244013347765
61617.45703125,2.765503058311449e-5,0.16765602459553372
60635.37890625,0.0,0.16805035151387662
58624.11328125,0.0,0.16500940631245442
56163.26171875,0.0,0.18990410436062166
54507.65625,0.0,0.2558866877339966
53809.484375,0.0,0.35279608915086197
53711.3125,0.0,0.4573131740304457
54147.5625,0.0,0.5245757387288417
55067.70703125,0.0,0.5708099388477947
56766.73046875,0.0,0.5867405772453561
59794.046875,0.0,0.5811375106143694
62592.45703125,0.0,0.5800230980175634
62527.234375,0.0,0.5832688546425697
60341.68359375,0.01788991656501855,0.550756809605327
57474.74609375,0.3146392564271474,0.47749844393170726
54254.859375,0.7381566957032606,0.303186787528094
51127.01171875,0.8425794472489478,0.1488979174327368
48207.921875,0.8015596628595294,0.09946562990134743
45848.95703125,0.7724857665421477,0.0814355580428294
43885.04296875,0.7897311836436873,0.061098904240415856
42971.08984375,0.8294787226773135,0.04836500614298695
43655.921875,0.8285567630446938,0.03598007559976748
47538.859375,0.5784837978711678,0.02940919945616144
50126.84375,0.11278780877120753,0.026783166581395335
51028.31640625,1.7284394114446556e-6,0.02739207587493664
51428.53515625,0.0,0.03150407004345922
50596.00390625,0.0,0.039449972843380546
48942.61328125,0.0,0.04943064970523362
47708.12890625,0.0,0.062492533601475844
47265.27734375,0.0,0.08606053664823553
47277.10546875,0.0,0.1110858896356437
47762.515625,0.0,0.13287849695472556
48646.78515625,0.0,0.14864094468073888
50577.609375,0.0,0.16688774066085466
53716.99609375,0.0,0.18837944625351788
56824.421875,0.0,0.2137725380869896
56826.05078125,0.0,0.23958137404764376
54353.74609375,0.02956502014903533,0.26684484924195767
51007.08203125,0.3407603912645608,0.30328278155326205
47980.578125,0.7199872504112236,0.2579851237382546
45368.45703125,0.7693013382308218,0.17732762544766162
43164.47265625,0.6564526805183297,0.14974553080618047
41524.90625,0.5428502746406748,0.14202589894181727
40474.8515625,0.5565115524065993,0.1324218662953213
40544.08203125,0.5850020648935863,0.11654390715362092
41734.24609375,0.49627005342062847,0.11919559411573634
45006.83203125,0.23085039090242326,0.14321397197362498
46491.46484375,0.022645402645537993,0.21671993278965127
46756.98828125,6.9137576457786225e-6,0.3148494694630441
46429.16015625,0.0,0.37797734900889196
44933.58984375,0.0,0.3985588645995227
42839.7421875,0.0,0.3888620387672594
41237.33203125,0.0,0.37479810030764493
40330.76953125,0.0,0.3618959492625029
40063.46484375,0.0,0.3532486251349436
40207.0,0.0,0.33746449598730777
40956.88671875,0.0,0.3189722946460852
42625.81640625,0.0,0.3030620469138139
45544.05078125,0.0,0.2927846644794585
48515.19921875,0.0,0.2765940277976322
48874.125,0.0,0.2621579188975548
47589.94140625,0.00706615946203648,0.25459597481162577
45834.76953125,0.2378260845498438,0.23573296411102235
43854.29296875,0.5841814751596665,0.1445449253097207
41678.109375,0.6272863126284195,0.0754726456822537
39722.87890625,0.6560366029652701,0.04760200939593835
38307.30078125,0.6207393997315211,0.03402841516040299
37184.66796875,0.6501391696139093,0.029802644464182883
36549.796875,0.6004130667780471,0.027221765172004312
36948.28515625,0.667243832468287,0.02873395853859449
39443.5078125,0.5225668520520617,0.03567165851328652
40986.1875,0.10289655126035982,0.0603802835623319
41245.9140625,4.321098528611639e-5,0.09847208248992335
41339.08984375,0.0,0.1546585002302757
40889.6640625,0.0,0.2133089669668165
39706.16796875,0.0,0.2701095750474732
38454.55078125,0.0,0.29843505562321015
37638.78515625,0.0,0.30927837115656714
37383.42578125,0.0,0.31936943026120906
37552.671875,0.0,0.3033459491983184
38143.31640625,0.0,0.27255959925623907
39117.76171875,0.0,0.2409287318066698
40601.18359375,0.0,0.20910701296313564
42337.04296875,0.0,0.18651600488581133
43457.95703125,0.0,0.17273073876806258
43207.3203125,0.029942622512763643,0.16307814870748294
42021.33984375,0.3084997637143943,0.1658961033672335
40168.13671875,0.5371321018377163,0.13314076520107443
38269.35546875,0.6219011865420574,0.0996920349117177
36464.90234375,0.6877413110111431,0.1057304007725192
35170.73046875,0.7149940368865911,0.13001064919695968
34276.109375,0.6818243135181002,0.16452751693565654
34091.5546875,0.6378471045752466,0.20373295487416923
34579.38671875,0.6669557899608579,0.25624138311137595
36761.63671875,0.4279363305380221,0.3252453604736001
37905.35546875,0.08541397556332256,0.4946894337754789
37748.50390625,6.395225822345225e-5,0.6964741921961408
37402.15234375,0.0,0.8091132531391714
36585.02734375,0.0,0.8363744872802121
35312.7578125,0.0,0.8453897622654661
33833.33984375,0.0,0.8540775141407082
32715.523437500004,0.0,0.8553169717846406
31992.794921875,0.0,0.8520683833223467
31591.9140625,0.0,0.8506034221517602
31558.427734375,0.0,0.8530960578595135
31868.474609375,0.0,0.8504976965564517
32695.195312499996,0.0,0.8277424919670614
33744.484375,0.0,0.8176401191262137
34714.73828125,0.0,0.813444086677663
35895.38671875,0.0018128022985476617,0.8035653961779468
36387.86328125,0.022022618910726644,0.7982262847059012
36316.8828125,0.08096675754806211,0.7841453176187768
36102.609375,0.14756566461418605,0.7563756756817755
35873.90234375,0.2170407169465686,0.7029017461612944
35641.94140625,0.28071549323534695,0.6762679383089132
35308.40234375,0.3618028960463767,0.6540944430811974
35445.04296875,0.34713518014733763,0.6551571998085529
36067.26171875,0.3378199728905109,0.6639947592838056
37690.0,0.25258480175963505,0.6499136319146656
38123.57421875,0.06735602293543945,0.6110870557977617
37676.609375,7.605133410356485e-5,0.6138408383130032
36769.63671875,0.0,0.5655695842715762
35271.9765625,0.0,0.5480458040033112
33255.5546875,0.0,0.5623830884094915
31508.59375,0.0,0.5386927766910526
30516.234375,0.0,0.5111303357973622
30188.009765625,0.0,0.4608976744680501
30350.1953125,0.0,0.4276941149683768
31192.935546875,0.0,0.4114890150327893
33115.81640625,0.0,0.41911440911820635
36629.76171875,0.0,0.3985548172199714
40408.01171875,0.0,0.3814835309502022
40960.609375,0.0,0.3506013170477149
40255.80078125,0.013987859030845593,0.3082401597249467
39511.54296875,0.22671309679737797,0.24029019099513993
38731.0546875,0.4946682118254356,0.13839221134338234
37866.8125,0.6694957849375162,0.09980226029362747
37065.5625,0.7629750103720189,0.08704885615038599
36454.890625,0.7461595004513678,0.0873706559544447
35835.99609375,0.7623379079890582,0.09261721878820267
35570.94921875,0.8003151248996333,0.09081386605654648
35944.36328125,0.7572097549435091,0.08606196439839742
38258.453125,0.49190008397183727,0.08912547321807354
39877.51171875,0.11093604815250495,0.1245785068621056
39928.390625,5.012474293189502e-5,0.18387544709835216
39510.42578125,0.0,0.23464848248628295
38067.26171875,0.0,0.2748410665716078
36242.83984375,0.0,0.3073529068407693
34781.0625,0.0,0.35366796539669115
33827.01953125,0.0,0.3981635197612359
33793.453125,0.0,0.4417782212926453
34388.58203125,0.0,0.49183766998086975
35405.19140625,0.0,0.5407366201350119
37513.01171875,0.0,0.5807847147341729
41345.25390625,0.0,0.609017164885404
45440.12890625,0.0,0.6172056902069284
45434.375,0.0,0.6195347473431018
44191.70703125,0.004754977599251102,0.6005464771589433
42784.40234375,0.1503686331331312,0.5803876422715813
41524.53515625,0.3523774114103513,0.5079081710357528
40177.33203125,0.4597263415499889,0.37902277544529017
39028.1484375,0.4953384522328903,0.33114812278221345
38066.58984375,0.49964577445923,0.3333869193980232
37456.54296875,0.5217988004106061,0.3431742899213427
37315.31640625,0.5151867262441242,0.33093652254649375
37991.08984375,0.5087610803362516,0.3103094503530735
40344.83984375,0.38970818333884905,0.339395948725241
41935.09765625,0.1037979541149453,0.4585461331326098
41846.48828125,0.00010543480409812399,0.5908667395430701
41141.36328125,0.0,0.6837445219815408
39335.09375,0.0,0.7167557959762153
36962.94140625,0.0,0.7334369188227571
34987.52734375,0.0,0.7342901660509098
33934.0234375,0.0,0.7377069692852688
33554.85546875,0.0,0.7406732020595261
33483.36328125,0.0,0.7457887799062117
33838.11328125,0.0,0.7418779313162033
35301.015625,0.0,0.74521892764953
38568.5859375,0.0,0.7463080842528143
42055.53515625,0.0,0.74002316948691
42001.27734375,0.0,0.7358055393346704
41458.35546875,0.002856393940990109,0.7274790272257093
41147.52734375,0.06447042861099983,0.7071930738407767
40527.26171875,0.2272109718493564,0.671849119977159
39834.25,0.393536858569451,0.6256615635447232
39049.76953125,0.47182546537829123,0.65950766027313
38374.23828125,0.4684211181822224,0.6998307906982356
37599.64453125,0.49779574471255733,0.713154088041163
37108.00390625,0.5191418594794347,0.7411353407743944
37084.078125,0.41163253317117965,0.7580508647725382
39186.59765625,0.21284749003003878,0.7578066118995438
40427.890625,0.0389365668487222,0.8464821502777571
39893.1484375,0.00014864578938424038,0.8638992721859681
39096.921875,0.0,0.8529560411417729
37224.87890625,0.0,0.8450270493332531
34695.78515625,0.0,0.8663656529274487
32516.861328125004,0.0,0.8777073863936814
31104.978515625,0.0,0.9039557381764993
30327.421875,0.0,0.9160703665287319
29997.560546875,0.0,0.9341766464259
30142.7578125,0.0,0.9449167347085372
31449.607421875,0.0,0.913215926443519
34496.40234375,0.0,0.8920630575493016
37911.66796875,0.0,0.8603914102556952
38145.24609375,0.0,0.8387031425277127
37805.96484375,0.0026269785620067067,0.8300951452822707
37743.21484375,0.06943288686089152,0.8193682508922493
37938.9609375,0.1857004010580675,0.8017068417147964
38084.546875,0.29683297238755607,0.8219149755743441
38425.875,0.4906290076812501,0.8287610132162201
39086.89453125,0.49740480033296314,0.8430525400102221
39671.41015625,0.48009122913699104,0.885289082040624
40733.37890625,0.49956106338761,0.9114482252489033
42118.15234375,0.5932755497831859,0.8805706116822213
44585.734375,0.4534533300294994,0.7950391681049335
46536.44921875,0.10361038290977122,0.7172234823454606
47247.71875,0.00016247330467579764,0.6884827852766172
47482.15234375,0.0,0.6626698923011256
46518.796875,0.0,0.6283380463308859
44793.38671875,0.0,0.59273015081173
43562.65234375,0.0,0.5552880124461886
43220.94921875,0.0,0.5046291290108357
43461.37890625,0.0,0.4388687601043934
44069.8125,0.0,0.3856683913472148
45249.328125,0.0,0.345227550071691
47485.91015625,0.0,0.31651879360028623
51559.83984375,0.0,0.3222090788084483
55742.64453125,0.0,0.32162438103079893
55817.546875,0.0,0.3148757615840493
54240.21875,0.03714093115434389,0.2839402203380505
52383.265625,0.4213548984014914,0.23986525241619194
50232.953125,0.8259415606604789,0.18976606368636004
47886.69921875,0.8719514926430949,0.1681712294342073
45536.00390625,0.8301049952990852,0.14506247123098942
43498.0703125,0.7994724956427296,0.12244250198993029
41801.234375,0.8130248976657857,0.1007139011905672
41059.1953125,0.8514158842146922,0.07578599217441417
41531.9296875,0.8576961722090387,0.05628983164234974
44293.14453125,0.6449975276351445,0.05212116134331634
46284.30078125,0.15908857001771418,0.09866930872097
46813.81640625,0.00019531365349324608,0.2114064049505419
46925.546875,0.0,0.3613556427545958
46416.57421875,0.0,0.44811758263806795
45420.265625,0.0,0.46662997127310324
44427.38671875,0.0,0.4589432513862691
43891.09375,0.0,0.4370305022824835
43876.9375,0.0,0.4147798861969494
44269.17578125,0.0,0.3945027283136383
44908.01953125,0.0,0.37663227605683985
46137.08984375,0.0,0.3586381822814383
47920.12109375,0.0,0.3316643694531587
50151.87890625,0.0,0.29945375678169894
51486.52734375,0.0,0.2646894499361508
51330.75390625,0.034620788456618964,0.23306190592400275
49964.92578125,0.4082560817068861,0.17042022230841816
47701.88671875,0.8061277001339917,0.09471935781665748
45178.23046875,0.8546162297885743,0.05349681049748842
42666.6171875,0.8175605031432942,0.039147271230353026
40361.671875,0.7886140773760345,0.037248784104699006
38780.11328125,0.8025476748042575,0.04659287600706794
37997.76171875,0.8372948272896938,0.057246407695136906
38491.9609375,0.8381861496295668,0.06768940489205225
41411.58203125,0.6322391405260408,0.0760931019263637
43966.38671875,0.15835089371441036,0.10849692023779402
44927.5,0.00021778336584202666,0.20607935777595646
45495.76953125,0.0,0.2958863835650305
45332.453125,0.0,0.4088736894645698
44665.83984375,0.0,0.5123238546370388
43884.72265625,0.0,0.5745183392529265
43338.3046875,0.0,0.6003846855230395
43202.453125,0.0,0.5988416666337268
43427.828125,0.0,0.5772032594055541
43899.0625,0.0,0.5343972412443347
44789.27734375,0.0,0.4814457703804271
46235.24609375,0.0,0.4405148170194816
47923.21875,0.0,0.40813172556928595
48983.51953125,0.0,0.3723044477138298
48297.359375,0.033491283772986546,0.3218514722662843
46182.84765625,0.39616533299974394,0.2646878818904604
43471.765625,0.7652160264289456,0.16137750441245943
41046.5,0.8214977586816581,0.12035572585047086
38973.47265625,0.8000531930941815,0.08900802716209255
37217.83203125,0.7744006605228904,0.058650230764952904
35970.203125,0.788133192307324,0.041371918180769136
35458.72265625,0.8243025291947139,0.030927257606702313
35963.23046875,0.8136053810468155,0.02620336396203431
38602.66015625,0.6298218111659732,0.028604176794387818
40688.03515625,0.16400668765113996,0.03963668941339449
41624.11328125,0.00021951180525347125,0.07417885647728001
41732.63671875,0.0,0.13368767292177053
41121.45703125,0.0,0.19267320645474745
39785.140625,0.0,0.26973797769889146
38541.15625,0.0,0.3807974757824612
38037.515625,0.0,0.48828286048661396
37864.33203125,0.0,0.585450417041065
38146.40234375,0.0,0.6330710612622427
38945.38671875,0.0,0.6607471578202393
40604.80078125,0.0,0.6681938487717586
43245.875,0.0,0.6654511480119683
45949.6875,0.0,0.655748097198812
46483.50390625,0.0,0.634506150389972
45210.90625,0.03564281026348325,0.655430345882378
43329.31640625,0.37650613592047655,0.6587181474325472
41554.4765625,0.6945469467056852,0.5573065585321183
39891.43359375,0.7599861946701884,0.4749113929335915
38547.44140625,0.6904280451804823,0.44757355648959257
37826.97265625,0.7008994877565206,0.4918840755935396
37559.88671875,0.6581971999857168,0.5831293152548153
